WigleWifi-1.4,appRelease=2.26,model=LG-D855,release=5.0,device=g3,display=LRX21R.A1440231662,board=MSM8974,brand=lge
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
f0:b0:52:3e:c7:bc,Ariel_University,[ESS],2017-12-17 20:53:18,44,-83,32.10561229,35.20706336,652,40,WIFI
f0:b0:52:3e:c8:dc,Ariel_University,[ESS],2017-12-17 20:53:18,44,-88,32.10561229,35.20706336,652,40,WIFI
ec:8c:a2:26:d2:c8,Ariel_University,[ESS],2017-12-17 20:53:18,11,-66,32.10561229,35.20706336,652,40,WIFI
f0:b0:52:3e:ca:dc,Ariel_University,[ESS],2017-12-17 20:53:18,36,-83,32.10561229,35.20706336,652,40,WIFI
f0:b0:52:3e:c7:b8,Ariel_University,[ESS],2017-12-17 20:53:18,1,-71,32.10561229,35.20706336,652,40,WIFI
f0:b0:52:3e:ca:38,Ariel_University,[ESS],2017-12-17 20:53:18,6,-68,32.10561229,35.20706336,652,40,WIFI
f0:b0:52:3e:ca:3c,Ariel_University,[ESS],2017-12-17 20:53:18,36,-86,32.10561229,35.20706336,652,40,WIFI
f0:b0:52:3e:ca:d8,Ariel_University,[ESS],2017-12-17 20:53:18,1,-68,32.10561229,35.20706336,652,40,WIFI
f0:b0:52:3e:d6:fc,Ariel_University,[ESS],2017-12-17 20:53:18,40,-84,32.10561229,35.20706336,652,40,WIFI
f0:b0:52:3e:c8:1c,Ariel_University,[ESS],2017-12-17 20:53:18,48,-85,32.10561229,35.20706336,652,40,WIFI
f0:b0:52:3e:d0:3c,Ariel_University,[ESS],2017-12-17 20:53:18,58,-92,32.10561229,35.20706336,652,40,WIFI
f0:b0:52:3e:c8:0c,Ariel_University,[ESS],2017-12-17 20:53:18,36,-90,32.10561229,35.20706336,652,40,WIFI
f0:b0:52:3e:d3:7c,Ariel_University,[ESS],2017-12-17 20:53:18,36,-83,32.10561229,35.20706336,652,40,WIFI
f0:b0:52:3e:d9:bc,Ariel_University,[ESS],2017-12-17 20:53:18,36,-93,32.10561229,35.20706336,652,40,WIFI
f0:b0:52:3e:d3:78,Ariel_University,[ESS],2017-12-17 20:53:18,1,-73,32.10561229,35.20706336,652,40,WIFI
f0:b0:52:3e:d4:58,Ariel_University,[ESS],2017-12-17 20:53:18,1,-76,32.10561229,35.20706336,652,40,WIFI
1c:b9:c4:14:38:2c,Ariel_University,[ESS],2017-12-17 20:53:18,56,-92,32.10561229,35.20706336,652,40,WIFI
42502_22811_5359535,Cellcom,UNKNOWN;il,2017-12-17 20:53:18,0,-59,32.10561229,35.20706336,652,40,GSM
f0:b0:52:3e:c7:b8,Ariel_University,[ESS],2017-12-17 20:53:24,1,-64,32.10540512,35.20700707,655,32,WIFI
f0:b0:52:3e:d6:fc,Ariel_University,[ESS],2017-12-17 20:53:24,40,-69,32.10540512,35.20700707,655,32,WIFI
f0:b0:52:3e:d8:e8,Ariel_University,[ESS],2017-12-17 20:53:24,6,-82,32.10540512,35.20700707,655,32,WIFI
f0:b0:52:3e:d1:38,Ariel_University,[ESS],2017-12-17 20:53:24,6,-84,32.10540512,35.20700707,655,32,WIFI
f0:b0:52:3e:ca:dc,Ariel_University,[ESS],2017-12-17 20:53:27,36,-78,32.10538742,35.20700199,656,28,WIFI
f0:b0:52:3e:c8:1c,Ariel_University,[ESS],2017-12-17 20:53:27,48,-76,32.10538742,35.20700199,656,28,WIFI
f0:b0:52:3e:c8:0c,Ariel_University,[ESS],2017-12-17 20:53:27,36,-82,32.10538742,35.20700199,656,28,WIFI
f0:b0:52:3e:c8:1c,Ariel_University,[ESS],2017-12-17 20:53:30,48,-69,32.10539049,35.20700226,656,22,WIFI
90:06:28:7b:b6:6b,AndroidAP,[WPA2-PSK-CCMP][ESS],2017-12-17 20:53:30,9,-72,32.10539049,35.20700226,656,22,WIFI
f0:b0:52:3e:ca:dc,Ariel_University,[ESS],2017-12-17 20:53:33,36,-68,32.10539278,35.20700281,656,20,WIFI
f0:b0:52:3e:ca:3c,Ariel_University,[ESS],2017-12-17 20:53:33,36,-77,32.10539278,35.20700281,656,20,WIFI
f0:b0:52:3e:d1:38,Ariel_University,[ESS],2017-12-17 20:53:33,6,-78,32.10539278,35.20700281,656,20,WIFI
f0:b0:52:3e:c8:d8,Ariel_University,[ESS],2017-12-17 20:53:33,11,-67,32.10539278,35.20700281,656,20,WIFI
f0:b0:52:3e:d9:b8,Ariel_University,[ESS],2017-12-17 20:53:33,1,-71,32.10539278,35.20700281,656,20,WIFI
f0:b0:52:3e:d9:bc,Ariel_University,[ESS],2017-12-17 20:53:33,36,-88,32.10539278,35.20700281,656,20,WIFI
f0:b0:52:3e:ca:d8,Ariel_University,[ESS],2017-12-17 20:53:36,1,-57,32.10539154,35.20700199,656,19,WIFI
1c:b9:c4:16:05:3c,Ariel_University,[ESS],2017-12-17 20:53:36,52,-92,32.10539154,35.20700199,656,19,WIFI
f0:b0:52:3e:d1:3c,Ariel_University,[ESS],2017-12-17 20:53:36,44,-93,32.10539154,35.20700199,656,19,WIFI
42502_22811_5359535,Cellcom,UNKNOWN;il,2017-12-17 20:53:36,0,-51,32.10539154,35.20700199,656,19,GSM
f0:b0:52:3e:ca:38,Ariel_University,[ESS],2017-12-17 20:53:39,6,-61,32.10539573,35.20700234,656,20,WIFI
f0:b0:52:3e:ca:3c,Ariel_University,[ESS],2017-12-17 20:53:42,36,-69,32.10539594,35.20700173,656,20,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],2017-12-17 20:53:42,6,-79,32.10539594,35.20700173,656,20,WIFI
1c:b9:c4:15:23:58,Ariel_University,[ESS],2017-12-17 20:53:42,6,-84,32.10539594,35.20700173,656,20,WIFI
1c:b9:c4:16:05:38,Ariel_University,[ESS],2017-12-17 20:53:45,11,-81,32.10527575,35.20696721,656,17,WIFI
f0:b0:52:3e:d9:b8,Ariel_University,[ESS],2017-12-17 20:54:39,1,-66,32.1050812,35.20631062,688,18,WIFI
f0:b0:52:3e:c8:08,Ariel_University,[ESS],2017-12-17 20:54:39,6,-70,32.1050812,35.20631062,688,18,WIFI
24:c9:a1:36:2a:68,Ariel_University,[ESS],2017-12-17 20:54:39,6,-67,32.1050812,35.20631062,688,18,WIFI
ec:8c:a2:08:a4:38,Ariel_University,[ESS],2017-12-17 20:54:39,1,-74,32.1050812,35.20631062,688,18,WIFI
e0:10:7f:1e:55:48,Ariel_University,[ESS],2017-12-17 20:54:39,1,-72,32.1050812,35.20631062,688,18,WIFI
e0:10:7f:1a:99:f8,Ariel_University,[ESS],2017-12-17 20:54:39,11,-82,32.1050812,35.20631062,688,18,WIFI
ec:8c:a2:08:a4:3c,Ariel_University,[ESS],2017-12-17 20:54:39,44,-92,32.1050812,35.20631062,688,18,WIFI
ec:8c:a2:26:d2:98,Ariel_University,[ESS],2017-12-17 20:54:39,11,-58,32.1050812,35.20631062,688,18,WIFI
f0:b0:52:3e:cc:18,Ariel_University,[ESS],2017-12-17 20:54:39,11,-76,32.1050812,35.20631062,688,18,WIFI
ec:8c:a2:08:ae:38,Ariel_University,[ESS],2017-12-17 20:54:39,6,-77,32.1050812,35.20631062,688,18,WIFI
1c:b9:c4:15:36:78,Ariel_University,[ESS],2017-12-17 20:54:39,1,-78,32.1050812,35.20631062,688,18,WIFI
ec:8c:a2:08:95:88,Ariel_University,[ESS],2017-12-17 20:54:39,1,-79,32.1050812,35.20631062,688,18,WIFI
24:c9:a1:36:50:98,Ariel_University,[ESS],2017-12-17 20:54:39,6,-80,32.1050812,35.20631062,688,18,WIFI
ec:8c:a2:08:aa:dc,Ariel_University,[ESS],2017-12-17 20:54:39,44,-85,32.1050812,35.20631062,688,18,WIFI
1c:b9:c4:16:cc:ac,Ariel_University,[ESS],2017-12-17 20:54:39,44,-89,32.1050812,35.20631062,688,18,WIFI
1c:b9:c4:16:28:88,Ariel_University,[ESS],2017-12-17 20:54:39,11,-85,32.1050812,35.20631062,688,18,WIFI
1c:b9:c4:15:33:dc,Ariel_University,[ESS],2017-12-17 20:54:39,36,-91,32.1050812,35.20631062,688,18,WIFI
f0:b0:52:3e:cc:1c,Ariel_University,[ESS],2017-12-17 20:54:39,36,-93,32.1050812,35.20631062,688,18,WIFI
ec:8c:a2:08:ae:3c,Ariel_University,[ESS],2017-12-17 20:54:39,36,-93,32.1050812,35.20631062,688,18,WIFI
42502_22811_5359529,Cellcom,HSPA;il,2017-12-17 20:54:39,0,-95,32.1050812,35.20631062,688,18,GSM
1c:5f:2b:d7:e6:8b,ZEV p,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],2017-12-17 20:54:54,3,-80,32.104921,35.20638736,685,31,WIFI
8c:0c:90:30:04:c8,Ariel_University,[ESS],2017-12-17 20:54:54,11,-73,32.104921,35.20638736,685,31,WIFI
1c:b9:c4:15:33:d8,Ariel_University,[ESS],2017-12-17 20:54:54,1,-77,32.104921,35.20638736,685,31,WIFI
42502_22811_5359529,Cellcom,HSPA;il,2017-12-17 20:54:54,0,-89,32.104921,35.20638736,685,31,GSM
24:c9:a1:35:aa:b8,Ariel_University,[ESS],2017-12-17 20:55:14,2,-72,32.10471565,35.2062203,675,47,WIFI
8c:0c:90:2f:cc:38,Ariel_University,[ESS],2017-12-17 20:55:14,11,-77,32.10471565,35.2062203,675,47,WIFI
8c:0c:90:2f:d5:68,Ariel_University,[ESS],2017-12-17 20:55:14,6,-78,32.10471565,35.2062203,675,47,WIFI
24:c9:a1:35:a6:98,Ariel_University,[ESS],2017-12-17 20:55:14,6,-81,32.10471565,35.2062203,675,47,WIFI
8c:0c:90:2f:ca:98,Ariel_University,[ESS],2017-12-17 20:55:14,1,-82,32.10471565,35.2062203,675,47,WIFI
8c:0c:90:30:04:c8,Ariel_University,[ESS],2017-12-17 20:55:14,11,-65,32.10471565,35.2062203,675,47,WIFI
42502_22811_5359529,Cellcom,HSPA;il,2017-12-17 20:55:14,0,-81,32.10471565,35.2062203,675,47,GSM
8c:0c:90:2f:ca:98,Ariel_University,[ESS],2017-12-17 20:55:14,1,-76,32.10471565,35.2062203,675,47,WIFI
24:c9:a1:35:aa:b8,Ariel_University,[ESS],2017-12-17 20:55:14,2,-64,32.10471565,35.2062203,675,47,WIFI
ae:5f:3e:cd:86:89,AndroidAP,[WPA2-PSK-CCMP][ESS],2017-12-17 20:55:14,6,-83,32.10471565,35.2062203,675,47,WIFI
8c:0c:90:30:05:18,Ariel_University,[ESS],2017-12-17 20:55:14,11,-84,32.10471565,35.2062203,675,47,WIFI
8c:0c:90:2f:d5:68,Ariel_University,[ESS],2017-12-17 20:55:33,6,-71,32.10468528,35.20610193,675,26,WIFI
24:c9:a1:36:50:98,Ariel_University,[ESS],2017-12-17 20:55:33,6,-68,32.10468528,35.20610193,675,26,WIFI
24:c9:a1:35:a5:e8,Ariel_University,[ESS],2017-12-17 20:55:33,6,-76,32.10468528,35.20610193,675,26,WIFI
8c:0c:90:2f:cc:38,Ariel_University,[ESS],2017-12-17 20:55:35,11,-68,32.10468649,35.2061142,674,27,WIFI
e0:10:7f:1a:89:c8,Ariel_University,[ESS],2017-12-17 20:55:35,11,-76,32.10468649,35.2061142,674,27,WIFI
24:c9:a1:35:a6:98,Ariel_University,[ESS],2017-12-17 20:55:38,6,-64,32.10470707,35.20611179,673,22,WIFI
14:ae:db:55:aa:dd,Hilla,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-12-17 20:55:39,11,-82,32.10474565,35.20610844,675,20,WIFI
50:c7:bf:86:85:99,Animaniacs_2.4G,[WPA2-PSK-CCMP][WPS][ESS],2017-12-17 20:55:39,1,-89,32.10474565,35.20610844,675,20,WIFI
14:ae:db:55:aa:dd,Hilla,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-12-17 20:55:48,11,-76,32.10479019,35.20593076,667,17,WIFI
50:c7:bf:86:85:99,Animaniacs_2.4G,[WPA2-PSK-CCMP][WPS][ESS],2017-12-17 20:55:48,1,-81,32.10479019,35.20593076,667,17,WIFI
24:c9:a1:33:34:68,Ariel_University,[ESS],2017-12-17 20:55:48,11,-78,32.10479019,35.20593076,667,17,WIFI
14:ae:db:39:f8:8d,ariel,[WPA2-PSK-CCMP][ESS],2017-12-17 20:56:01,6,-76,32.10472737,35.20561513,668,25,WIFI
14:ae:db:32:55:92,HanaElad,[WPA2-PSK-CCMP][ESS],2017-12-17 20:56:01,2,-85,32.10472737,35.20561513,668,25,WIFI
14:af:db:32:55:92,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-12-17 20:56:01,2,-86,32.10472737,35.20561513,668,25,WIFI
8c:0c:90:2e:d4:58,Ariel_University,[ESS],2017-12-17 20:56:01,1,-75,32.10472737,35.20561513,668,25,WIFI
24:c9:a1:33:34:68,Ariel_University,[ESS],2017-12-17 20:56:03,11,-68,32.10474179,35.20558237,666,26,WIFI
24:c9:a1:36:51:b8,Ariel_University,[ESS],2017-12-17 20:56:03,11,-80,32.10474179,35.20558237,666,26,WIFI
24:c9:a1:33:34:68,Ariel_University,[ESS],2017-12-17 20:56:09,11,-63,32.10454735,35.20548584,665,17,WIFI
8c:0c:90:2f:2b:98,Ariel_University,[ESS],2017-12-17 20:56:09,6,-66,32.10454735,35.20548584,665,17,WIFI
6c:aa:b3:08:24:98,Ariel_University,[ESS],2017-12-17 20:56:09,1,-76,32.10454735,35.20548584,665,17,WIFI
24:c9:a1:33:3b:68,Ariel_University,[ESS],2017-12-17 20:56:09,1,-86,32.10454735,35.20548584,665,17,WIFI
24:c9:a1:35:a5:e8,Ariel_University,[ESS],2017-12-17 20:56:13,6,-70,32.10468016,35.20538283,664,15,WIFI
8c:0c:90:2f:35:38,Ariel_University,[ESS],2017-12-17 20:56:13,6,-58,32.10468016,35.20538283,664,15,WIFI
e0:10:7f:1a:95:c8,Ariel_University,[ESS],2017-12-17 20:56:13,11,-81,32.10468016,35.20538283,664,15,WIFI
8c:0c:90:2f:78:48,Ariel_University,[ESS],2017-12-17 20:56:13,1,-87,32.10468016,35.20538283,664,15,WIFI
e0:10:7f:1a:99:f8,Ariel_University,[ESS],2017-12-17 20:56:15,11,-84,32.10469474,35.20528071,666,18,WIFI
8c:0c:90:6e:e3:a3,island-2EE3A0,[WPA2-PSK-CCMP][ESS],2017-12-17 20:56:15,6,-76,32.10469474,35.20528071,666,18,WIFI
e0:10:7f:1a:89:c8,Ariel_University,[ESS],2017-12-17 20:56:43,11,-80,32.10464541,35.20505034,672,20,WIFI
8c:0c:90:2f:78:48,Ariel_University,[ESS],2017-12-17 20:56:43,1,-77,32.10464541,35.20505034,672,20,WIFI
8c:0c:90:6e:e3:a3,island-2EE3A0,[WPA2-PSK-CCMP][ESS],2017-12-17 20:56:43,6,-69,32.10464541,35.20505034,672,20,WIFI
8c:0c:90:01:38:08,Ariel_University,[ESS],2017-12-17 20:56:43,6,-79,32.10464541,35.20505034,672,20,WIFI
20:0c:c8:0c:10:67,lior,[WPA2-PSK-CCMP][WPS][ESS],2017-12-17 20:56:43,11,-87,32.10464541,35.20505034,672,20,WIFI
24:c9:a1:35:d3:78,Ariel_University,[ESS],2017-12-17 20:56:43,11,-63,32.10464541,35.20505034,672,20,WIFI
24:c9:a1:36:2f:38,Ariel_University,[ESS],2017-12-17 20:56:43,6,-75,32.10464541,35.20505034,672,20,WIFI
24:c9:a1:36:45:28,Ariel_University,[ESS],2017-12-17 20:56:43,11,-82,32.10464541,35.20505034,672,20,WIFI
42502_22811_5359532,Cellcom,HSPA;il,2017-12-17 20:56:43,0,-81,32.10464541,35.20505034,672,20,GSM
8c:0c:90:2f:ca:48,Ariel_University,[ESS],2017-12-17 20:56:48,11,-83,32.10454923,35.20493423,673,20,WIFI
24:c9:a1:36:55:f8,Ariel_University,[ESS],2017-12-17 20:56:50,1,-72,32.104512,35.20486993,674,19,WIFI
8c:0c:90:2e:f0:d8,Ariel_University,[ESS],2017-12-17 20:56:50,6,-80,32.104512,35.20486993,674,19,WIFI
e0:10:7f:1a:bd:98,Ariel_University,[ESS],2017-12-17 20:56:50,6,-84,32.104512,35.20486993,674,19,WIFI
24:c9:a1:36:55:f8,Ariel_University,[ESS],2017-12-17 20:56:52,1,-61,32.10454858,35.20486545,672,20,WIFI
8c:0c:90:2e:f0:d8,Ariel_University,[ESS],2017-12-17 20:56:52,6,-75,32.10454858,35.20486545,672,20,WIFI
24:c9:a1:35:aa:08,Ariel_University,[ESS],2017-12-17 20:56:52,11,-78,32.10454858,35.20486545,672,20,WIFI
8c:0c:90:2f:ca:18,Ariel_University,[ESS],2017-12-17 20:56:52,1,-81,32.10454858,35.20486545,672,20,WIFI
24:c9:a1:36:56:e8,Ariel_University,[ESS],2017-12-17 20:56:52,6,-90,32.10454858,35.20486545,672,20,WIFI
8c:0c:90:2f:ca:48,Ariel_University,[ESS],2017-12-17 20:56:54,11,-76,32.10458674,35.20477344,676,18,WIFI
24:c9:a1:36:55:f8,Ariel_University,[ESS],2017-12-17 20:56:56,1,-56,32.10457031,35.20469473,678,16,WIFI
8c:0c:90:2f:ca:18,Ariel_University,[ESS],2017-12-17 20:56:56,1,-73,32.10457031,35.20469473,678,16,WIFI
8c:0c:90:30:05:58,Ariel_University,[ESS],2017-12-17 20:56:56,11,-73,32.10457031,35.20469473,678,16,WIFI
24:c9:a1:35:d6:38,Ariel_University,[ESS],2017-12-17 20:56:56,6,-88,32.10457031,35.20469473,678,16,WIFI
24:c9:a1:36:56:e8,Ariel_University,[ESS],2017-12-17 20:56:58,6,-83,32.10456642,35.20464133,678,17,WIFI
8c:0c:90:2e:f0:d8,Ariel_University,[ESS],2017-12-17 20:57:02,6,-64,32.10454001,35.20457187,679,15,WIFI
24:c9:a1:35:aa:08,Ariel_University,[ESS],2017-12-17 20:57:02,11,-73,32.10454001,35.20457187,679,15,WIFI
8c:0c:90:30:05:58,Ariel_University,[ESS],2017-12-17 20:57:02,11,-64,32.10454001,35.20457187,679,15,WIFI
24:c9:a1:76:5c:33,island-365C30,[WPA2-PSK-CCMP][ESS],2017-12-17 20:57:02,11,-84,32.10454001,35.20457187,679,15,WIFI
b6:18:d1:51:0e:cf,vig iphone,[WPA2-PSK-CCMP][ESS],2017-12-17 20:57:02,1,-85,32.10454001,35.20457187,679,15,WIFI
24:c9:a1:33:3c:68,Ariel_University,[ESS],2017-12-17 20:57:02,1,-84,32.10454001,35.20457187,679,15,WIFI
24:c9:a1:33:3d:08,Ariel_University,[ESS],2017-12-17 20:57:02,11,-89,32.10454001,35.20457187,679,15,WIFI
04:a1:51:13:2f:bb,bezeq,[WPA2-PSK-CCMP][WPS][ESS],2017-12-17 20:57:04,11,-89,32.10452291,35.20456856,680,13,WIFI
8c:0c:90:2e:f0:d8,Ariel_University,[ESS],2017-12-17 20:57:06,6,-58,32.10451403,35.20458657,676,13,WIFI
a0:ab:1b:63:40:be,not_your_wifi,[WPA2-PSK-CCMP][ESS],2017-12-17 20:57:06,4,-80,32.10451403,35.20458657,676,13,WIFI
8c:0c:90:30:05:58,Ariel_University,[ESS],2017-12-17 20:57:08,11,-54,32.10451715,35.20457958,674,13,WIFI
24:c9:a1:36:56:e8,Ariel_University,[ESS],2017-12-17 20:57:12,6,-74,32.10448949,35.20459786,670,14,WIFI
24:c9:a1:36:56:f8,Ariel_University,[ESS],2017-12-17 20:57:16,11,-88,32.10444899,35.20462611,669,15,WIFI
24:c9:a1:36:56:e8,Ariel_University,[ESS],2017-12-17 20:57:35,6,-69,32.1044666,35.20459247,669,21,WIFI
14:ae:db:46:62:2d,Nadav,[WPA2-PSK-CCMP][ESS],2017-12-17 20:57:42,11,-84,32.1043938,35.20462185,668,16,WIFI
8c:0c:90:2f:36:a8,Ariel_University,[ESS],2017-12-17 20:57:42,6,-88,32.1043938,35.20462185,668,16,WIFI
8c:0c:90:2e:e7:f8,Ariel_University,[ESS],2017-12-17 20:57:42,11,-91,32.1043938,35.20462185,668,16,WIFI
24:c9:a1:36:52:f8,Ariel_University,[ESS],2017-12-17 20:57:51,1,-84,32.10441564,35.20460185,670,14,WIFI
8c:0c:90:2e:f0:d8,Ariel_University,[ESS],2017-12-17 20:57:51,6,-52,32.10441564,35.20460185,670,14,WIFI
2c:5d:93:3e:f5:38,Ariel_University,[ESS],2017-12-17 20:57:51,6,-86,32.10441564,35.20460185,670,14,WIFI
24:c9:a1:35:a5:e8,Ariel_University,[ESS],2017-12-17 20:58:12,6,-63,32.1044274,35.20463933,665,28,WIFI
2c:5d:93:3e:f5:38,Ariel_University,[ESS],2017-12-17 20:58:12,6,-81,32.1044274,35.20463933,665,28,WIFI
8c:0c:90:2f:c7:38,Ariel_University,[ESS],2017-12-17 20:58:12,11,-90,32.1044274,35.20463933,665,28,WIFI
42502_22811_5359535,Cellcom,UNKNOWN;il,2017-12-17 20:58:12,0,-77,32.1044274,35.20463933,665,28,GSM
ec:8c:a2:26:d2:98,Ariel_University,[ESS],2017-12-17 20:58:12,11,-77,32.1044274,35.20463933,665,28,WIFI
8c:0c:90:2d:75:b8,Ariel_University,[ESS],2017-12-17 20:58:12,6,-77,32.1044274,35.20463933,665,28,WIFI
8c:0c:90:2d:75:b8,Ariel_University,[ESS],2017-12-17 20:58:33,6,-71,32.10468426,35.20480825,670,23,WIFI
00:25:86:bc:b5:dc,Private-140,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-12-17 20:58:33,13,-89,32.10468426,35.20480825,670,23,WIFI
24:c9:a1:36:45:28,Ariel_University,[ESS],2017-12-17 20:58:33,11,-66,32.10468426,35.20480825,670,23,WIFI
20:0c:c8:0c:10:67,lior,[WPA2-PSK-CCMP][WPS][ESS],2017-12-17 20:58:33,11,-78,32.10468426,35.20480825,670,23,WIFI
8c:0c:90:2e:e8:08,Ariel_University,[ESS],2017-12-17 20:58:33,11,-89,32.10468426,35.20480825,670,23,WIFI
24:c9:a1:35:a5:e8,Ariel_University,[ESS],2017-12-17 20:58:33,6,-57,32.10468426,35.20480825,670,23,WIFI
6c:aa:b3:08:24:98,Ariel_University,[ESS],2017-12-17 20:58:33,1,-69,32.10468426,35.20480825,670,23,WIFI
8c:0c:90:2e:e8:08,Ariel_University,[ESS],2017-12-17 20:58:33,11,-82,32.10468426,35.20480825,670,23,WIFI
14:ae:db:58:0d:6d,__ery,[WPA2-PSK-CCMP][ESS],2017-12-17 20:58:33,11,-83,32.10468426,35.20480825,670,23,WIFI
8c:0c:90:2d:75:b8,Ariel_University,[ESS],2017-12-17 20:58:33,6,-63,32.10468426,35.20480825,670,23,WIFI
00:25:86:bc:b5:dc,Private-140,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-12-17 20:58:33,13,-81,32.10468426,35.20480825,670,23,WIFI
24:c9:a1:36:2f:38,Ariel_University,[ESS],2017-12-17 20:58:33,6,-68,32.10468426,35.20480825,670,23,WIFI
8c:0c:90:2d:75:b8,Ariel_University,[ESS],2017-12-17 20:58:33,6,-55,32.10468426,35.20480825,670,23,WIFI
24:c9:a1:36:45:28,Ariel_University,[ESS],2017-12-17 20:58:33,11,-61,32.10468426,35.20480825,670,23,WIFI
6c:aa:b3:08:24:98,Ariel_University,[ESS],2017-12-17 20:58:33,1,-63,32.10468426,35.20480825,670,23,WIFI
8c:0c:90:2d:79:28,Ariel_University,[ESS],2017-12-17 20:58:33,1,-76,32.10468426,35.20480825,670,23,WIFI
6c:aa:b3:08:24:98,Ariel_University,[ESS],2017-12-17 20:58:33,1,-57,32.10468426,35.20480825,670,23,WIFI
24:c9:a1:36:4e:08,Ariel_University,[ESS],2017-12-17 20:58:33,1,-81,32.10468426,35.20480825,670,23,WIFI
00:25:86:bc:b5:dc,Private-140,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-12-17 20:58:33,13,-76,32.10468426,35.20480825,670,23,WIFI
8c:0c:90:2e:e8:08,Ariel_University,[ESS],2017-12-17 20:58:33,11,-77,32.10468426,35.20480825,670,23,WIFI
c4:e9:84:d0:40:61,kar140_5GHz_100M,[WPA2-PSK-CCMP][WPS][ESS],2017-12-17 20:58:33,36,-97,32.10468426,35.20480825,670,23,WIFI
2c:5d:93:3e:f5:38,Ariel_University,[ESS],2017-12-17 20:58:33,6,-61,32.10468426,35.20480825,670,23,WIFI
e0:10:7f:1a:95:c8,Ariel_University,[ESS],2017-12-17 20:58:57,11,-71,32.10493857,35.20519304,658,49,WIFI
24:c9:a1:36:4e:08,Ariel_University,[ESS],2017-12-17 20:58:57,1,-70,32.10493857,35.20519304,658,49,WIFI
e0:10:7f:1a:bd:98,Ariel_University,[ESS],2017-12-17 20:58:57,6,-74,32.10493857,35.20519304,658,49,WIFI
14:ae:db:39:f8:8d,ariel,[WPA2-PSK-CCMP][ESS],2017-12-17 20:58:57,6,-71,32.10493857,35.20519304,658,49,WIFI
c4:e9:84:d0:40:5f,kar140_2.4GHz_100M,[WPA2-PSK-CCMP][WPS][ESS],2017-12-17 20:58:57,1,-90,32.10493857,35.20519304,658,49,WIFI
42502_22811_5359535,Cellcom,UNKNOWN;il,2017-12-17 20:58:57,0,-71,32.10493857,35.20519304,658,49,GSM
e0:10:7f:1a:bd:98,Ariel_University,[ESS],1970-01-01 02:00:00,6,-64,32.10442995,35.20442346,0,45.9813575744629,WIFI
e0:10:7f:1a:bd:98,Ariel_University,[ESS],1970-01-01 02:00:00,6,-74,32.10468426,35.20480825,0,45.9813575744629,WIFI
e0:10:7f:1a:bd:98,Ariel_University,[ESS],2017-12-17 20:58:57,6,-74,32.10493857,35.20519304,658,49,WIFI
24:c9:a1:15:7c:18,Ariel_University,[ESS],2017-12-17 20:58:57,11,-81,32.10493857,35.20519304,658,49,WIFI
8c:0c:90:2f:36:48,Ariel_University,[ESS],2017-12-17 20:58:57,3,-81,32.10493857,35.20519304,658,49,WIFI
8c:0c:90:2f:ce:08,Ariel_University,[ESS],2017-12-17 20:58:57,6,-82,32.10493857,35.20519304,658,49,WIFI
14:ae:db:39:f8:8d,ariel,[WPA2-PSK-CCMP][ESS],2017-12-17 20:58:57,6,-66,32.10493857,35.20519304,658,49,WIFI
14:ae:db:32:55:92,HanaElad,[WPA2-PSK-CCMP][ESS],2017-12-17 20:58:57,2,-76,32.10493857,35.20519304,658,49,WIFI
14:af:db:32:55:92,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-12-17 20:58:57,2,-76,32.10493857,35.20519304,658,49,WIFI
c4:e9:84:d0:40:61,kar140_5GHz_100M,[WPA2-PSK-CCMP][WPS][ESS],2017-12-17 20:58:57,36,-92,32.10493857,35.20519304,658,49,WIFI
42502_22811_5359535,Cellcom,UNKNOWN;il,2017-12-17 20:58:57,0,-65,32.10493857,35.20519304,658,49,GSM
e0:10:7f:1a:95:c8,Ariel_University,[ESS],2017-12-17 20:59:17,11,-64,32.10510668,35.20524926,660,23,WIFI
e0:10:7f:1a:99:f8,Ariel_University,[ESS],2017-12-17 20:59:17,11,-76,32.10510668,35.20524926,660,23,WIFI
8c:0c:90:2f:36:48,Ariel_University,[ESS],2017-12-17 20:59:17,3,-72,32.10510668,35.20524926,660,23,WIFI
8c:0c:90:2f:ce:08,Ariel_University,[ESS],2017-12-17 20:59:17,6,-66,32.10510668,35.20524926,660,23,WIFI
8c:0c:90:2e:e8:08,Ariel_University,[ESS],2017-12-17 20:59:17,11,-70,32.10510668,35.20524926,660,23,WIFI
c4:e9:84:d0:40:61,kar140_5GHz_100M,[WPA2-PSK-CCMP][WPS][ESS],2017-12-17 20:59:17,36,-82,32.10510668,35.20524926,660,23,WIFI
