Time, ID, Lat, Lon, Alt, #WiFi networks, SSID1, MAC1, Frequncy1, Signal1, SSID2, MAC2, Frequncy2, Signal2, SSID3, MAC3, Frequncy3, Signal3, SSID4, MAC4, Frequncy4, Signal4, SSID5, MAC5, Frequncy5, Signal5, SSID6, MAC6, Frequncy6, Signal6, SSID7, MAC7, Frequncy7, Signal7, SSID8, MAC8, Frequncy8, Signal8, SSID9, MAC9, Frequncy9, Signal9, SSID10, MAC10, Frequncy10, Signal10, 
2017-10-27 16:37:38, PB2-690Y_S200032_161214, 32.16602039, 34.8084001, 24, 7, BlueSnap-Guest-2.4GHz, 00:02:6f:bb:fd:ac, 1, -85, Pitarohecht, 00:02:6f:a6:f1:f3, 1, -92, 4GT, 82:4c:a5:1a:71:67, 1, -80, 4G, 94:10:3e:a8:34:9a, 11, -66, ID, 92:4c:a5:1a:71:67, 1, -78, CMT-Guests, 70:4c:a5:1a:71:67, 1, -79, Retention, a2:4c:a5:1a:71:67, 1, -79, 
2017-10-27 16:37:41, PB2-690Y_S200032_161214, 32.16577658, 34.80816783, 24, 10, Efrat Networks NC, 00:1d:aa:34:1e:58, 11, -78, Guest Neetwork MM, 94:f6:65:1b:b2:28, 5, -86, BlueSnap-Guest-2.4GHz, c0:56:27:a0:6c:9a, 3, -91, Efrat Networks MM, 94:f6:65:5b:b2:28, 5, -85, wifi in car-1794, 08:97:58:33:b7:cc, 1, -88, kaymeraQA, 00:f6:63:3a:f4:80, 1, -90, ASUS, d0:17:c2:60:e7:38, 3, -85, KaymeraGuest, 00:f6:63:3a:f4:82, 1, -92, KaymeraDev, 00:f6:63:3a:f4:81, 1, -90, HP-Print-A0-LaserJet Pro MFP, 30:f7:72:6e:8e:a0, 6, -90, 
2017-10-27 16:37:44, PB2-690Y_S200032_161214, 32.16554915, 34.80794021, 23, 6, kaymeraQA, cc:16:7e:97:1d:90, 1, -93, , fa:8f:ca:91:09:b4, 11, -90, Ganel, 14:ae:db:43:44:ad, 11, -92, MVGuest, 4e:d9:e7:59:4a:f2, 1, -93, HWL, 08:5b:0e:5f:b0:78, 11, -93, SETUP, ee:39:c3:92:e3:6d, 11, -94, 
